id,text,label
1442,This is a rumor circulating online,rumor
1443,Check facts before sharing this post,rumor
1444,This is a rumor circulating online,non-rumor
1445,Check facts before sharing this post,rumor
1446,This is a rumor circulating online,rumor
1447,Official statement released by authorities,rumor
1448,Breaking news event reported in Beijing,rumor
1449,Check facts before sharing this post,non-rumor
1450,Check facts before sharing this post,non-rumor
1451,Official statement released by authorities,non-rumor
1452,Check facts before sharing this post,non-rumor
1453,Breaking news event reported in Beijing,rumor
1454,This is a rumor circulating online,rumor
1455,This is a rumor circulating online,non-rumor
1456,This is a rumor circulating online,non-rumor
1457,Unverified claim spreading rapidly,rumor
1458,Official statement released by authorities,rumor
1459,Breaking news event reported in Beijing,rumor
1460,This is a rumor circulating online,rumor
1461,Official statement released by authorities,rumor
1462,Official statement released by authorities,non-rumor
1463,Check facts before sharing this post,non-rumor
1464,Unverified claim spreading rapidly,rumor
1465,Breaking news event reported in Beijing,non-rumor
1466,Unverified claim spreading rapidly,rumor
1467,Official statement released by authorities,rumor
1468,Check facts before sharing this post,rumor
1469,Breaking news event reported in Beijing,rumor
1470,Check facts before sharing this post,rumor
1471,This is a rumor circulating online,non-rumor
1472,Unverified claim spreading rapidly,rumor
1473,This is a rumor circulating online,non-rumor
1474,Unverified claim spreading rapidly,rumor
1475,Official statement released by authorities,non-rumor
1476,Unverified claim spreading rapidly,rumor
1477,This is a rumor circulating online,non-rumor
1478,Official statement released by authorities,rumor
1479,Unverified claim spreading rapidly,rumor
1480,Unverified claim spreading rapidly,rumor
1481,Breaking news event reported in Beijing,non-rumor
1482,Breaking news event reported in Beijing,rumor
1483,This is a rumor circulating online,rumor
1484,Unverified claim spreading rapidly,non-rumor
1485,Check facts before sharing this post,non-rumor
1486,Breaking news event reported in Beijing,rumor
1487,Official statement released by authorities,rumor
1488,Official statement released by authorities,rumor
1489,This is a rumor circulating online,rumor
1490,This is a rumor circulating online,rumor
1491,Unverified claim spreading rapidly,rumor
1492,This is a rumor circulating online,non-rumor
1493,This is a rumor circulating online,non-rumor
1494,Unverified claim spreading rapidly,non-rumor
1495,Check facts before sharing this post,rumor
1496,Breaking news event reported in Beijing,rumor
1497,This is a rumor circulating online,rumor
1498,Check facts before sharing this post,non-rumor
1499,Check facts before sharing this post,rumor
1500,Breaking news event reported in Beijing,rumor
1501,This is a rumor circulating online,rumor
1502,This is a rumor circulating online,non-rumor
1503,Check facts before sharing this post,rumor
1504,Breaking news event reported in Beijing,non-rumor
1505,This is a rumor circulating online,non-rumor
1506,Unverified claim spreading rapidly,non-rumor
1507,Check facts before sharing this post,non-rumor
1508,Official statement released by authorities,non-rumor
1509,Check facts before sharing this post,non-rumor
1510,This is a rumor circulating online,non-rumor
1511,Unverified claim spreading rapidly,rumor
1512,Breaking news event reported in Beijing,non-rumor
1513,Check facts before sharing this post,non-rumor
1514,This is a rumor circulating online,non-rumor
1515,Breaking news event reported in Beijing,non-rumor
1516,Check facts before sharing this post,rumor
1517,Breaking news event reported in Beijing,rumor
1518,Check facts before sharing this post,rumor
1519,Check facts before sharing this post,non-rumor
1520,This is a rumor circulating online,non-rumor
1521,This is a rumor circulating online,rumor
1522,Official statement released by authorities,rumor
1523,This is a rumor circulating online,rumor
1524,Check facts before sharing this post,rumor
1525,This is a rumor circulating online,rumor
1526,Breaking news event reported in Beijing,rumor
1527,Breaking news event reported in Beijing,rumor
1528,Breaking news event reported in Beijing,rumor
1529,This is a rumor circulating online,non-rumor
1530,Official statement released by authorities,rumor
1531,Official statement released by authorities,rumor
1532,This is a rumor circulating online,rumor
1533,Check facts before sharing this post,rumor
1534,Breaking news event reported in Beijing,rumor
1535,Unverified claim spreading rapidly,non-rumor
1536,Breaking news event reported in Beijing,non-rumor
1537,This is a rumor circulating online,non-rumor
1538,Check facts before sharing this post,rumor
1539,This is a rumor circulating online,rumor
1540,Official statement released by authorities,non-rumor
1541,Breaking news event reported in Beijing,rumor
1542,Unverified claim spreading rapidly,non-rumor
1543,Official statement released by authorities,rumor
1544,Check facts before sharing this post,non-rumor
1545,Unverified claim spreading rapidly,rumor
1546,Official statement released by authorities,rumor
1547,Breaking news event reported in Beijing,non-rumor
1548,Official statement released by authorities,non-rumor
1549,Unverified claim spreading rapidly,non-rumor
1550,Check facts before sharing this post,rumor
1551,This is a rumor circulating online,rumor
1552,Official statement released by authorities,rumor
1553,Official statement released by authorities,non-rumor
1554,Unverified claim spreading rapidly,rumor
1555,This is a rumor circulating online,rumor
1556,Official statement released by authorities,rumor
1557,Unverified claim spreading rapidly,rumor
1558,Breaking news event reported in Beijing,non-rumor
1559,Check facts before sharing this post,rumor
1560,This is a rumor circulating online,rumor
1561,Breaking news event reported in Beijing,rumor
1562,Unverified claim spreading rapidly,rumor
1563,Check facts before sharing this post,non-rumor
1564,Official statement released by authorities,non-rumor
1565,Unverified claim spreading rapidly,non-rumor
1566,Check facts before sharing this post,non-rumor
1567,Unverified claim spreading rapidly,rumor
1568,Official statement released by authorities,non-rumor
1569,This is a rumor circulating online,rumor
1570,Breaking news event reported in Beijing,non-rumor
1571,Official statement released by authorities,non-rumor
1572,Official statement released by authorities,non-rumor
1573,Breaking news event reported in Beijing,rumor
1574,Unverified claim spreading rapidly,non-rumor
1575,Check facts before sharing this post,non-rumor
1576,Breaking news event reported in Beijing,non-rumor
1577,Official statement released by authorities,rumor
1578,Breaking news event reported in Beijing,rumor
1579,Official statement released by authorities,non-rumor
1580,Check facts before sharing this post,rumor
1581,Official statement released by authorities,non-rumor
1582,Breaking news event reported in Beijing,rumor
1583,Check facts before sharing this post,rumor
1584,Unverified claim spreading rapidly,rumor
1585,Check facts before sharing this post,rumor
1586,Check facts before sharing this post,non-rumor
1587,Unverified claim spreading rapidly,non-rumor
1588,Unverified claim spreading rapidly,rumor
1589,Unverified claim spreading rapidly,rumor
1590,Breaking news event reported in Beijing,non-rumor
1591,Breaking news event reported in Beijing,rumor
1592,This is a rumor circulating online,rumor
1593,Unverified claim spreading rapidly,rumor
1594,Official statement released by authorities,non-rumor
1595,This is a rumor circulating online,rumor
1596,Unverified claim spreading rapidly,rumor
1597,Unverified claim spreading rapidly,non-rumor
1598,Breaking news event reported in Beijing,rumor
1599,Check facts before sharing this post,non-rumor
1600,Official statement released by authorities,rumor
1601,Breaking news event reported in Beijing,non-rumor
1602,Official statement released by authorities,non-rumor
1603,Unverified claim spreading rapidly,rumor
1604,Official statement released by authorities,non-rumor
1605,Breaking news event reported in Beijing,non-rumor
1606,Check facts before sharing this post,non-rumor
1607,Official statement released by authorities,rumor
1608,This is a rumor circulating online,non-rumor
1609,This is a rumor circulating online,rumor
1610,Official statement released by authorities,rumor
1611,This is a rumor circulating online,non-rumor
1612,Check facts before sharing this post,rumor
1613,This is a rumor circulating online,non-rumor
1614,Unverified claim spreading rapidly,rumor
1615,This is a rumor circulating online,non-rumor
1616,Unverified claim spreading rapidly,rumor
1617,Breaking news event reported in Beijing,rumor
1618,This is a rumor circulating online,non-rumor
1619,Breaking news event reported in Beijing,rumor
1620,Unverified claim spreading rapidly,rumor
1621,Official statement released by authorities,non-rumor
1622,Breaking news event reported in Beijing,non-rumor
1623,Official statement released by authorities,non-rumor
1624,Official statement released by authorities,rumor
1625,This is a rumor circulating online,non-rumor
1626,Check facts before sharing this post,rumor
1627,Check facts before sharing this post,rumor
1628,This is a rumor circulating online,rumor
1629,Official statement released by authorities,rumor
1630,Official statement released by authorities,rumor
1631,Breaking news event reported in Beijing,rumor
1632,This is a rumor circulating online,rumor
1633,Unverified claim spreading rapidly,non-rumor
1634,Breaking news event reported in Beijing,rumor
1635,This is a rumor circulating online,rumor
1636,This is a rumor circulating online,non-rumor
1637,Check facts before sharing this post,rumor
1638,Breaking news event reported in Beijing,rumor
1639,This is a rumor circulating online,non-rumor
1640,Unverified claim spreading rapidly,non-rumor
1641,Breaking news event reported in Beijing,rumor
1642,Breaking news event reported in Beijing,non-rumor
1643,Unverified claim spreading rapidly,non-rumor
1644,This is a rumor circulating online,non-rumor
1645,Breaking news event reported in Beijing,non-rumor
1646,Official statement released by authorities,rumor
1647,Breaking news event reported in Beijing,non-rumor
1648,Unverified claim spreading rapidly,rumor
1649,This is a rumor circulating online,non-rumor
1650,This is a rumor circulating online,non-rumor
1651,Check facts before sharing this post,rumor
1652,Breaking news event reported in Beijing,rumor
1653,Official statement released by authorities,non-rumor
1654,This is a rumor circulating online,rumor
1655,Unverified claim spreading rapidly,non-rumor
1656,This is a rumor circulating online,rumor
1657,Check facts before sharing this post,non-rumor
1658,Official statement released by authorities,non-rumor
1659,Breaking news event reported in Beijing,rumor
1660,This is a rumor circulating online,rumor
1661,Unverified claim spreading rapidly,non-rumor
1662,Breaking news event reported in Beijing,non-rumor
1663,Official statement released by authorities,rumor
1664,Check facts before sharing this post,rumor
1665,Unverified claim spreading rapidly,rumor
1666,Breaking news event reported in Beijing,non-rumor
1667,This is a rumor circulating online,non-rumor
1668,Breaking news event reported in Beijing,rumor
1669,Official statement released by authorities,rumor
1670,Breaking news event reported in Beijing,non-rumor
1671,Check facts before sharing this post,rumor
1672,Breaking news event reported in Beijing,non-rumor
1673,Breaking news event reported in Beijing,rumor
1674,Breaking news event reported in Beijing,rumor
1675,Unverified claim spreading rapidly,rumor
1676,This is a rumor circulating online,non-rumor
1677,Check facts before sharing this post,non-rumor
1678,Check facts before sharing this post,non-rumor
1679,Unverified claim spreading rapidly,rumor
1680,Official statement released by authorities,non-rumor
1681,Official statement released by authorities,non-rumor
1682,Unverified claim spreading rapidly,non-rumor
1683,Check facts before sharing this post,non-rumor
1684,Unverified claim spreading rapidly,non-rumor
1685,This is a rumor circulating online,non-rumor
1686,Unverified claim spreading rapidly,non-rumor
1687,Breaking news event reported in Beijing,rumor
1688,This is a rumor circulating online,rumor
1689,Check facts before sharing this post,rumor
1690,Breaking news event reported in Beijing,rumor
1691,Breaking news event reported in Beijing,non-rumor
1692,Official statement released by authorities,non-rumor
1693,Unverified claim spreading rapidly,non-rumor
1694,Breaking news event reported in Beijing,rumor
1695,Unverified claim spreading rapidly,non-rumor
1696,Breaking news event reported in Beijing,rumor
1697,Official statement released by authorities,non-rumor
1698,This is a rumor circulating online,non-rumor
1699,Official statement released by authorities,rumor
1700,This is a rumor circulating online,rumor
1701,Unverified claim spreading rapidly,rumor
1702,Check facts before sharing this post,rumor
1703,Check facts before sharing this post,rumor
1704,Check facts before sharing this post,rumor
1705,This is a rumor circulating online,rumor
1706,Unverified claim spreading rapidly,rumor
1707,This is a rumor circulating online,rumor
1708,Check facts before sharing this post,rumor
1709,Official statement released by authorities,non-rumor
1710,Check facts before sharing this post,non-rumor
1711,Official statement released by authorities,non-rumor
1712,Check facts before sharing this post,rumor
1713,Check facts before sharing this post,non-rumor
1714,Unverified claim spreading rapidly,non-rumor
1715,Unverified claim spreading rapidly,non-rumor
1716,Unverified claim spreading rapidly,non-rumor
1717,Unverified claim spreading rapidly,rumor
1718,Unverified claim spreading rapidly,rumor
1719,Unverified claim spreading rapidly,rumor
1720,Official statement released by authorities,rumor
1721,This is a rumor circulating online,rumor
1722,Breaking news event reported in Beijing,rumor
1723,Official statement released by authorities,non-rumor
1724,Breaking news event reported in Beijing,non-rumor
1725,Unverified claim spreading rapidly,rumor
1726,Breaking news event reported in Beijing,rumor
1727,Check facts before sharing this post,non-rumor
1728,Breaking news event reported in Beijing,rumor
1729,Unverified claim spreading rapidly,rumor
1730,Check facts before sharing this post,non-rumor
1731,This is a rumor circulating online,non-rumor
1732,Breaking news event reported in Beijing,non-rumor
1733,Official statement released by authorities,non-rumor
1734,Breaking news event reported in Beijing,non-rumor
1735,This is a rumor circulating online,rumor
1736,This is a rumor circulating online,non-rumor
1737,Official statement released by authorities,rumor
1738,Check facts before sharing this post,non-rumor
1739,Check facts before sharing this post,non-rumor
1740,Unverified claim spreading rapidly,non-rumor
1741,Official statement released by authorities,non-rumor
1742,Breaking news event reported in Beijing,non-rumor
1743,Breaking news event reported in Beijing,non-rumor
1744,Breaking news event reported in Beijing,rumor
1745,Unverified claim spreading rapidly,non-rumor
1746,Breaking news event reported in Beijing,rumor
1747,Breaking news event reported in Beijing,non-rumor
1748,Breaking news event reported in Beijing,rumor
1749,This is a rumor circulating online,non-rumor
1750,Unverified claim spreading rapidly,non-rumor
1751,This is a rumor circulating online,rumor
1752,Breaking news event reported in Beijing,non-rumor
1753,Check facts before sharing this post,rumor
1754,Breaking news event reported in Beijing,rumor
1755,Unverified claim spreading rapidly,rumor
1756,This is a rumor circulating online,non-rumor
1757,Unverified claim spreading rapidly,rumor
1758,Check facts before sharing this post,rumor
1759,Official statement released by authorities,rumor
1760,Breaking news event reported in Beijing,rumor
1761,Unverified claim spreading rapidly,non-rumor
1762,Official statement released by authorities,non-rumor
1763,This is a rumor circulating online,rumor
1764,Official statement released by authorities,rumor
1765,This is a rumor circulating online,rumor
1766,Breaking news event reported in Beijing,non-rumor
1767,Official statement released by authorities,non-rumor
1768,Official statement released by authorities,non-rumor
1769,Unverified claim spreading rapidly,rumor
1770,Unverified claim spreading rapidly,rumor
1771,This is a rumor circulating online,non-rumor
1772,This is a rumor circulating online,non-rumor
1773,Unverified claim spreading rapidly,non-rumor
1774,Unverified claim spreading rapidly,rumor
1775,Check facts before sharing this post,rumor
1776,This is a rumor circulating online,non-rumor
1777,Official statement released by authorities,non-rumor
1778,Check facts before sharing this post,rumor
1779,Official statement released by authorities,rumor
1780,Check facts before sharing this post,rumor
1781,This is a rumor circulating online,rumor
1782,Check facts before sharing this post,non-rumor
1783,Unverified claim spreading rapidly,non-rumor
1784,This is a rumor circulating online,rumor
1785,Official statement released by authorities,non-rumor
1786,Check facts before sharing this post,non-rumor
1787,Official statement released by authorities,non-rumor
1788,Official statement released by authorities,non-rumor
1789,Check facts before sharing this post,non-rumor
1790,Unverified claim spreading rapidly,rumor
1791,Unverified claim spreading rapidly,non-rumor
1792,Unverified claim spreading rapidly,non-rumor
1793,Breaking news event reported in Beijing,non-rumor
1794,Official statement released by authorities,non-rumor
1795,Official statement released by authorities,non-rumor
1796,This is a rumor circulating online,non-rumor
1797,This is a rumor circulating online,non-rumor
1798,This is a rumor circulating online,non-rumor
1799,Unverified claim spreading rapidly,non-rumor
1800,Unverified claim spreading rapidly,rumor
1801,Breaking news event reported in Beijing,non-rumor
1802,Official statement released by authorities,rumor
1803,Unverified claim spreading rapidly,rumor
1804,Check facts before sharing this post,non-rumor
1805,Breaking news event reported in Beijing,rumor
1806,Unverified claim spreading rapidly,non-rumor
1807,This is a rumor circulating online,non-rumor
1808,Official statement released by authorities,rumor
1809,Official statement released by authorities,non-rumor
1810,Unverified claim spreading rapidly,non-rumor
1811,Official statement released by authorities,rumor
1812,Official statement released by authorities,non-rumor
1813,Breaking news event reported in Beijing,non-rumor
1814,Official statement released by authorities,rumor
1815,This is a rumor circulating online,non-rumor
1816,This is a rumor circulating online,rumor
1817,Check facts before sharing this post,non-rumor
1818,Check facts before sharing this post,non-rumor
1819,This is a rumor circulating online,rumor
1820,This is a rumor circulating online,rumor
1821,Unverified claim spreading rapidly,non-rumor
1822,Official statement released by authorities,rumor
1823,Check facts before sharing this post,non-rumor
1824,Breaking news event reported in Beijing,non-rumor
1825,Breaking news event reported in Beijing,non-rumor
1826,Breaking news event reported in Beijing,rumor
1827,Check facts before sharing this post,non-rumor
1828,Official statement released by authorities,non-rumor
1829,This is a rumor circulating online,rumor
1830,Check facts before sharing this post,rumor
1831,This is a rumor circulating online,rumor
1832,Official statement released by authorities,non-rumor
1833,This is a rumor circulating online,non-rumor
1834,Unverified claim spreading rapidly,non-rumor
1835,Official statement released by authorities,non-rumor
1836,This is a rumor circulating online,rumor
1837,This is a rumor circulating online,rumor
1838,Breaking news event reported in Beijing,rumor
1839,This is a rumor circulating online,non-rumor
1840,This is a rumor circulating online,rumor
1841,This is a rumor circulating online,non-rumor
1842,Breaking news event reported in Beijing,non-rumor
1843,This is a rumor circulating online,rumor
1844,Breaking news event reported in Beijing,non-rumor
1845,This is a rumor circulating online,non-rumor
1846,This is a rumor circulating online,rumor
1847,Unverified claim spreading rapidly,non-rumor
1848,Unverified claim spreading rapidly,rumor
1849,Official statement released by authorities,non-rumor
1850,This is a rumor circulating online,rumor
1851,Unverified claim spreading rapidly,rumor
1852,This is a rumor circulating online,rumor
1853,Check facts before sharing this post,non-rumor
1854,Check facts before sharing this post,non-rumor
1855,Unverified claim spreading rapidly,rumor
1856,This is a rumor circulating online,rumor
1857,Check facts before sharing this post,rumor
1858,Check facts before sharing this post,rumor
1859,This is a rumor circulating online,non-rumor
1860,This is a rumor circulating online,rumor
1861,This is a rumor circulating online,non-rumor
1862,This is a rumor circulating online,rumor
1863,Check facts before sharing this post,non-rumor
1864,Unverified claim spreading rapidly,rumor
1865,Unverified claim spreading rapidly,rumor
1866,Unverified claim spreading rapidly,rumor
1867,Breaking news event reported in Beijing,rumor
1868,Breaking news event reported in Beijing,non-rumor
1869,Official statement released by authorities,non-rumor
1870,Official statement released by authorities,rumor
1871,Official statement released by authorities,rumor
1872,Check facts before sharing this post,non-rumor
1873,Unverified claim spreading rapidly,non-rumor
1874,Check facts before sharing this post,rumor
1875,Check facts before sharing this post,rumor
1876,Check facts before sharing this post,rumor
1877,Official statement released by authorities,non-rumor
1878,Check facts before sharing this post,rumor
1879,Official statement released by authorities,rumor
1880,This is a rumor circulating online,non-rumor
1881,Check facts before sharing this post,non-rumor
1882,This is a rumor circulating online,non-rumor
1883,This is a rumor circulating online,non-rumor
1884,Official statement released by authorities,non-rumor
1885,This is a rumor circulating online,rumor
1886,Breaking news event reported in Beijing,non-rumor
1887,Unverified claim spreading rapidly,rumor
1888,Unverified claim spreading rapidly,non-rumor
1889,Check facts before sharing this post,rumor
1890,Official statement released by authorities,rumor
1891,This is a rumor circulating online,non-rumor
1892,Breaking news event reported in Beijing,rumor
1893,Check facts before sharing this post,non-rumor
1894,Official statement released by authorities,non-rumor
1895,Breaking news event reported in Beijing,rumor
1896,Check facts before sharing this post,non-rumor
1897,Check facts before sharing this post,rumor
1898,Official statement released by authorities,non-rumor
1899,Official statement released by authorities,rumor
1900,Official statement released by authorities,non-rumor
1901,Official statement released by authorities,rumor
1902,Breaking news event reported in Beijing,rumor
1903,This is a rumor circulating online,non-rumor
1904,This is a rumor circulating online,rumor
1905,This is a rumor circulating online,rumor
1906,Official statement released by authorities,non-rumor
1907,This is a rumor circulating online,rumor
1908,Breaking news event reported in Beijing,non-rumor
1909,Official statement released by authorities,rumor
1910,Check facts before sharing this post,non-rumor
1911,Breaking news event reported in Beijing,rumor
1912,Check facts before sharing this post,rumor
1913,Official statement released by authorities,rumor
1914,Unverified claim spreading rapidly,non-rumor
1915,Official statement released by authorities,non-rumor
1916,This is a rumor circulating online,rumor
1917,Unverified claim spreading rapidly,rumor
1918,Check facts before sharing this post,rumor
1919,Unverified claim spreading rapidly,rumor
1920,Check facts before sharing this post,rumor
1921,Breaking news event reported in Beijing,non-rumor
1922,Official statement released by authorities,rumor
1923,Check facts before sharing this post,rumor
1924,Check facts before sharing this post,rumor
1925,This is a rumor circulating online,rumor
1926,Check facts before sharing this post,rumor
1927,This is a rumor circulating online,rumor
1928,Unverified claim spreading rapidly,rumor
1929,Check facts before sharing this post,non-rumor
1930,This is a rumor circulating online,non-rumor
1931,This is a rumor circulating online,rumor
1932,Breaking news event reported in Beijing,rumor
1933,Check facts before sharing this post,rumor
1934,Unverified claim spreading rapidly,non-rumor
1935,Unverified claim spreading rapidly,rumor
1936,Check facts before sharing this post,rumor
1937,This is a rumor circulating online,rumor
1938,Unverified claim spreading rapidly,rumor
1939,Check facts before sharing this post,non-rumor
1940,Official statement released by authorities,non-rumor
1941,Official statement released by authorities,rumor
1942,Check facts before sharing this post,rumor
1943,This is a rumor circulating online,rumor
1944,Breaking news event reported in Beijing,non-rumor
1945,Breaking news event reported in Beijing,non-rumor
1946,Breaking news event reported in Beijing,non-rumor
1947,Check facts before sharing this post,rumor
1948,Official statement released by authorities,non-rumor
1949,This is a rumor circulating online,rumor
1950,This is a rumor circulating online,non-rumor
1951,This is a rumor circulating online,non-rumor
1952,This is a rumor circulating online,rumor
1953,This is a rumor circulating online,rumor
1954,This is a rumor circulating online,non-rumor
1955,Official statement released by authorities,non-rumor
1956,Check facts before sharing this post,rumor
1957,Breaking news event reported in Beijing,rumor
1958,Unverified claim spreading rapidly,non-rumor
1959,Check facts before sharing this post,non-rumor
1960,This is a rumor circulating online,non-rumor
1961,This is a rumor circulating online,non-rumor
1962,Official statement released by authorities,non-rumor
1963,Unverified claim spreading rapidly,non-rumor
1964,Unverified claim spreading rapidly,rumor
1965,Breaking news event reported in Beijing,non-rumor
1966,This is a rumor circulating online,non-rumor
1967,Check facts before sharing this post,non-rumor
1968,This is a rumor circulating online,non-rumor
1969,Breaking news event reported in Beijing,rumor
1970,Official statement released by authorities,rumor
1971,Check facts before sharing this post,non-rumor
1972,Breaking news event reported in Beijing,non-rumor
1973,Official statement released by authorities,non-rumor
1974,This is a rumor circulating online,non-rumor
1975,Official statement released by authorities,non-rumor
1976,Official statement released by authorities,rumor
1977,Official statement released by authorities,non-rumor
1978,Official statement released by authorities,rumor
1979,This is a rumor circulating online,rumor
1980,Check facts before sharing this post,non-rumor
1981,Breaking news event reported in Beijing,non-rumor
1982,This is a rumor circulating online,non-rumor
1983,This is a rumor circulating online,non-rumor
1984,This is a rumor circulating online,non-rumor
1985,Unverified claim spreading rapidly,rumor
1986,Unverified claim spreading rapidly,non-rumor
1987,Breaking news event reported in Beijing,non-rumor
1988,Official statement released by authorities,non-rumor
1989,Official statement released by authorities,non-rumor
1990,This is a rumor circulating online,rumor
1991,Official statement released by authorities,rumor
1992,Official statement released by authorities,rumor
1993,Check facts before sharing this post,rumor
1994,Official statement released by authorities,non-rumor
1995,Unverified claim spreading rapidly,non-rumor
1996,Check facts before sharing this post,non-rumor
1997,Breaking news event reported in Beijing,rumor
1998,This is a rumor circulating online,non-rumor
1999,Unverified claim spreading rapidly,non-rumor
